Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,Md.,,%FGA,Md.,,%3PA,3P%,,Att.,Md.
11,Houston Rockets*,82,19830,.449,15.6,,.481,.261,.145,.050,.025,.519,,.551,.670,.400,.415,.452,.356,,.482,.626,,.060,392,,.255,969,,.242,.372,,8,1
12,Indiana Pacers*,82,19705,.475,12.9,,.708,.311,.158,.086,.152,.292,,.517,.651,.407,.416,.414,.374,,.557,.864,,.035,224,,.317,1304,,.229,.432,,10,1
13,Los Angeles Clippers*,82,19830,.471,12.4,,.705,.312,.182,.113,.098,.295,,.507,.638,.397,.426,.385,.388,,.497,.849,,.063,408,,.288,1081,,.210,.409,,15,0
14,Los Angeles Lakers,82,19780,.470,12.7,,.658,.345,.155,.078,.080,.342,,.541,.677,.387,.372,.419,.333,,.539,.793,,.084,572,,.307,1257,,.208,.348,,11,0
15,Memphis Grizzlies,82,19880,.450,13.3,,.658,.278,.184,.101,.095,.342,,.505,.643,.419,.390,.393,.342,,.562,.826,,.044,274,,.265,1019,,.232,.359,,15,0
16,Miami Heat,82,19730,.450,13.3,,.632,.291,.175,.102,.064,.368,,.509,.637,.427,.375,.364,.349,,.505,.880,,.066,437,,.270,1058,,.256,.375,,16,1
17,Milwaukee Bucks*,82,19780,.476,13.9,,.581,.340,.122,.066,.053,.419,,.565,.698,.346,.424,.389,.353,,.500,.825,,.073,488,,.307,1342,,.195,.386,,8,0
18,Minnesota Timberwolves,82,19830,.456,13.1,,.685,.288,.176,.099,.121,.315,,.504,.660,.391,.395,.388,.351,,.505,.862,,.046,319,,.286,1183,,.215,.387,,16,0
19,New Orleans Pelicans,82,19755,.473,12.4,,.676,.315,.199,.094,.068,.324,,.536,.674,.423,.447,.344,.344,,.542,.869,,.054,379,,.312,1371,,.206,.351,,12,0
20,New York Knicks,82,19780,.433,13.5,,.666,.311,.129,.103,.122,.334,,.479,.603,.345,.386,.385,.340,,.418,.826,,.052,315,,.288,1083,,.166,.342,,8,0
21,Oklahoma City Thunder*,82,19855,.454,12.9,,.653,.339,.132,.102,.080,.347,,.510,.637,.362,.372,.393,.348,,.451,.814,,.068,459,,.294,1206,,.256,.376,,21,2
22,Orlando Magic*,82,19780,.454,14.4,,.640,.246,.161,.104,.128,.360,,.509,.674,.422,.384,.401,.356,,.553,.832,,.053,353,,.239,954,,.191,.380,,23,0
23,Philadelphia 76ers*,82,19805,.471,13.5,,.658,.285,.166,.105,.101,.342,,.529,.696,.401,.401,.401,.359,,.546,.937,,.064,412,,.261,1089,,.178,.367,,12,0
24,Phoenix Suns,82,19880,.459,13.1,,.665,.301,.158,.114,.093,.335,,.525,.656,.407,.440,.400,.329,,.528,.808,,.068,434,,.267,1033,,.234,.339,,14,1
25,Portland Trail Blazers*,82,19855,.467,13.2,,.661,.329,.133,.090,.109,.339,,.523,.621,.404,.454,.428,.359,,.472,.749,,.060,383,,.273,1103,,.151,.366,,8,0
26,Sacramento Kings,82,19730,.464,13.1,,.679,.277,.199,.097,.104,.321,,.504,.674,.375,.404,.395,.378,,.507,.818,,.063,437,,.274,1125,,.200,.390,,17,0
27,San Antonio Spurs*,82,19805,.478,13.9,,.714,.214,.179,.156,.165,.286,,.513,.680,.457,.436,.431,.392,,.494,.865,,.029,186,,.230,995,,.196,.456,,16,0
28,Toronto Raptors*,82,19880,.474,13.8,,.621,.279,.169,.090,.083,.379,,.539,.659,.452,.431,.432,.366,,.499,.852,,.044,294,,.263,1101,,.276,.425,,15,0
29,Utah Jazz*,82,19755,.468,13.5,,.606,.315,.153,.073,.064,.394,,.541,.684,.369,.398,.412,.356,,.556,.848,,.091,573,,.288,1098,,.277,.374,,19,1
30,Washington Wizards,82,19930,.468,13.8,,.630,.306,.137,.086,.101,.370,,.543,.698,.403,.386,.393,.341,,.533,.868,,.067,454,,.282,1210,,.213,.360,,12,0
